Time , Signal value , Temperature , Humidity , Battery Voltage , Light Sensor Value 
00:23:59,25.51,91.98,1.07,0.98,off,0.0
00:24:00,25.51,91.97,1.07,0.98,off,0.0
00:24:02,25.52,91.99,1.06,1.04,off,0.0
00:24:04,25.52,91.97,1.06,1.04,off,0.0
00:24:05,25.52,91.99,1.07,1.04,off,0.0
00:24:06,25.51,92.01,1.08,0.98,off,0.0
00:24:08,25.51,91.98,1.07,0.98,off,0.0
00:24:10,25.51,91.98,1.07,1.04,off,0.0
00:24:12,25.5,91.97,1.06,1.04,off,0.0
00:24:13,25.51,91.94,1.06,0.98,off,0.0
00:24:15,25.52,91.94,1.08,1.04,off,0.0
00:24:17,25.52,91.91,1.07,0.98,off,0.0
00:24:19,25.52,91.87,1.06,1.04,off,0.0
00:24:20,25.49,91.84,1.06,1.04,off,0.0
00:24:22,25.5,91.85,1.06,1.04,off,0.0
00:24:24,25.53,91.83,1.06,1.04,off,0.0
00:24:25,25.5,91.83,1.06,1.04,off,0.0
00:24:27,25.51,91.84,1.08,1.04,off,0.0
00:24:29,25.51,91.82,1.07,1.04,off,0.0
00:24:30,25.5,91.79,1.06,1.04,off,0.0
00:24:32,25.5,91.82,1.06,0.98,off,0.0
00:24:34,25.48,91.85,1.07,1.04,off,0.0
00:24:36,25.49,91.88,1.05,0.98,off,0.0
00:24:37,25.5,91.87,1.07,1.04,off,0.0
00:24:39,25.49,91.88,1.06,1.04,off,0.0
00:24:41,25.5,91.91,1.06,1.04,off,0.0
00:24:42,25.51,91.92,1.06,1.04,off,0.0
00:24:44,25.49,91.92,1.06,0.98,off,0.0
00:24:46,25.48,91.94,1.07,1.04,off,0.0
00:24:48,25.49,91.96,1.07,0.98,off,0.0
00:24:50,25.53,91.99,1.08,1.04,off,0.0
00:24:52,25.49,92.0,1.05,1.04,off,0.0
00:24:53,25.48,92.0,1.09,1.04,off,0.0
00:24:55,25.49,92.02,1.08,1.04,off,0.0
00:24:57,25.5,92.01,1.05,1.04,off,0.0
00:24:59,25.5,92.04,1.06,1.04,off,0.0
00:25:01,25.5,92.02,1.05,1.04,off,0.0
00:25:02,25.49,92.0,1.07,1.04,off,0.0
00:25:04,25.48,91.96,1.06,1.04,off,0.0
00:25:06,25.5,91.95,1.06,1.04,off,0.0
00:25:08,25.5,91.94,1.05,1.04,off,0.0
00:25:09,25.51,91.89,1.05,0.98,off,0.0
00:25:10,25.5,91.86,1.07,1.04,off,0.0
00:25:12,25.49,91.89,1.07,1.04,off,0.0
00:25:13,25.48,91.85,1.06,1.04,off,0.0
00:25:15,25.48,91.81,1.09,1.04,off,0.0
00:25:17,25.51,91.81,1.06,1.04,off,0.0
00:25:18,25.48,91.83,1.06,1.04,off,0.0
00:25:21,25.5,91.9,1.07,1.04,off,0.0
00:25:22,25.48,91.89,1.06,1.04,off,0.0
00:25:24,25.5,91.9,1.06,1.04,off,0.0
00:25:26,25.5,91.88,1.07,1.04,off,0.0
00:25:28,25.48,91.89,1.07,1.04,off,0.0
00:25:29,25.48,91.89,1.07,1.04,off,0.0
00:25:32,25.48,91.89,1.04,1.04,off,0.0
00:25:34,25.49,91.88,1.06,1.04,off,0.0
00:25:35,25.5,91.89,1.06,0.98,off,0.0
00:25:37,25.5,91.89,1.07,1.04,off,0.0
00:25:39,25.49,91.92,1.06,1.04,off,0.0
00:25:40,25.49,91.89,1.06,1.04,off,0.0
00:25:42,25.5,91.9,1.07,1.04,off,0.0
00:25:43,25.5,91.87,1.06,0.98,off,0.0
00:25:45,25.51,91.86,1.05,1.04,off,0.0
00:25:47,25.48,91.83,1.05,0.98,off,0.0
00:25:48,25.5,91.83,1.05,0.98,off,0.0
00:25:50,25.5,91.84,1.07,1.04,off,0.0
00:25:52,25.51,91.88,1.06,0.98,off,0.0
00:25:54,25.5,91.88,1.07,1.04,off,0.0
00:25:55,25.52,91.89,1.07,1.04,off,0.0
00:25:57,25.5,91.9,1.05,1.04,off,0.0
00:25:58,25.5,91.87,1.05,1.04,off,0.0
00:26:00,25.52,91.88,1.06,0.98,off,0.0
00:26:01,25.51,91.87,1.06,1.04,off,0.0
00:26:03,25.51,91.88,1.13,1.04,off,0.0
00:26:05,25.52,91.88,1.06,1.01,off,0.0
00:26:06,25.5,91.86,1.06,0.98,off,0.0
00:26:07,25.5,91.87,1.06,1.04,off,0.0
00:26:09,25.52,91.88,1.05,1.01,off,0.0
00:26:11,25.49,91.87,1.07,1.04,off,0.0
00:26:12,25.5,91.83,1.06,0.98,off,0.0
00:26:14,25.49,91.89,1.06,1.04,off,0.0
00:26:16,25.49,91.89,1.07,1.04,off,0.0
00:26:18,25.47,91.91,1.06,0.98,off,0.0
00:26:19,25.5,91.93,1.03,1.04,off,0.0
00:26:21,25.51,91.95,1.07,1.04,off,0.0
00:26:23,25.5,91.98,1.06,1.04,off,0.0
00:26:25,25.52,91.99,1.06,1.04,off,0.0
00:26:26,25.52,91.97,1.05,0.98,off,0.0
00:26:28,25.5,91.98,1.06,1.04,off,0.0
00:26:30,25.52,91.99,1.07,1.04,off,0.0
00:26:31,25.5,92.01,1.07,1.04,off,0.0
00:26:33,25.49,92.02,1.06,1.04,off,0.0
00:26:34,25.48,92.04,1.07,0.98,off,0.0
00:26:36,25.5,92.06,1.06,0.98,off,0.0
00:26:38,25.52,92.1,1.07,1.04,off,0.0
00:26:40,25.51,92.09,1.06,1.04,off,0.0
00:26:42,25.5,92.09,1.07,1.04,off,0.0
00:26:43,25.49,92.08,1.07,1.04,off,0.0
00:26:45,25.5,92.11,1.07,0.98,off,0.0
00:26:46,25.52,92.13,1.07,0.98,off,0.0
00:26:49,25.52,92.12,1.06,0.98,off,0.0
00:26:50,25.49,92.12,1.06,1.04,off,0.0
00:26:52,25.48,92.11,1.07,1.04,off,0.0
00:26:53,25.49,92.13,1.07,1.04,off,0.0
00:26:55,25.5,92.13,1.06,1.04,off,0.0
00:26:57,25.52,92.16,1.07,0.98,off,0.0
00:26:58,25.5,92.17,1.06,1.04,off,0.0
00:27:00,25.51,92.17,1.05,1.04,off,0.0
00:27:01,25.53,92.19,1.07,0.98,off,0.0
00:27:03,25.52,92.19,1.07,1.04,off,0.0
00:27:05,25.52,92.19,1.05,1.07,off,0.0
00:27:06,25.5,92.18,1.07,1.04,off,0.0
00:27:08,25.5,92.21,1.08,0.98,off,0.0
00:27:10,25.52,92.25,1.06,0.98,off,0.0
00:27:11,25.5,92.28,1.08,1.04,off,0.0
00:27:13,25.5,92.28,1.06,1.04,off,0.0
00:27:15,25.5,92.27,1.08,1.04,off,0.0
00:27:17,25.52,92.26,1.05,0.98,off,0.0
00:27:19,25.52,92.28,1.07,0.98,off,0.0
00:27:20,25.5,92.26,1.06,1.04,off,0.0
00:27:22,25.51,92.23,1.07,1.04,off,0.0
00:27:24,25.52,92.25,1.03,1.07,off,0.0
00:27:26,25.54,92.2,1.06,0.98,off,0.0
00:27:28,25.5,92.18,1.06,1.04,off,0.0
00:27:30,25.55,92.17,1.07,1.04,off,0.0
00:27:32,25.52,92.12,1.07,0.98,off,0.0
00:27:34,25.51,92.14,1.06,1.04,off,0.0
00:27:35,25.53,92.17,1.07,1.04,off,0.0
00:27:37,25.54,92.17,1.06,0.98,off,0.0
00:27:39,25.53,92.19,1.07,0.98,off,0.0
00:27:40,25.51,92.17,1.07,1.04,off,0.0
00:27:42,25.54,92.19,1.06,1.04,off,0.0
00:27:44,25.53,92.13,1.07,1.04,off,0.0
00:27:45,25.53,92.11,1.05,0.98,off,0.0
00:27:47,25.54,92.12,1.06,1.04,off,0.0
00:27:49,25.54,92.09,1.08,1.04,off,0.0
00:27:50,25.53,92.08,1.06,1.04,off,0.0
00:27:53,25.5,92.07,1.07,1.04,off,0.0
00:27:54,25.54,92.08,1.07,1.04,off,0.0
00:27:56,25.53,92.08,1.06,1.04,off,0.0
00:27:58,25.55,92.04,1.07,1.04,off,0.0
00:28:00,25.53,91.99,1.05,1.04,off,0.0
00:28:02,25.53,92.0,1.06,1.04,off,0.0
00:28:03,25.53,92.03,1.06,0.98,off,0.0
00:28:04,25.53,92.02,1.06,1.04,off,0.0
00:28:06,25.53,92.05,1.07,1.04,off,0.0
00:28:07,25.54,92.04,1.06,1.04,off,0.0
00:28:09,25.53,92.03,1.07,1.04,off,0.0
00:28:10,25.54,92.03,1.05,1.04,off,0.0
00:28:12,25.56,92.03,1.04,1.04,off,0.0
00:28:14,25.54,91.99,1.07,1.04,off,0.0
00:28:16,25.53,91.98,1.07,1.04,off,0.0
00:28:17,25.56,91.99,1.08,0.98,off,0.0
00:28:19,25.53,92.0,1.05,1.04,off,0.0
00:28:20,25.54,91.97,1.06,1.04,off,0.0
00:28:22,25.56,91.98,1.07,1.04,off,0.0
00:28:24,25.54,91.98,1.07,1.04,off,0.0
00:28:26,25.56,91.98,1.05,0.98,off,0.0
00:28:28,25.54,91.95,1.05,1.04,off,0.0
00:28:29,25.55,91.95,1.06,1.04,off,0.0
00:28:31,25.57,91.91,1.04,1.04,off,0.0
00:28:33,25.55,91.91,1.04,1.04,off,0.0
00:28:35,25.56,91.89,1.06,1.04,off,0.0
00:28:36,25.55,91.87,1.06,0.98,off,0.0
00:28:38,25.56,91.92,1.05,1.04,off,0.0
00:28:40,25.55,91.88,1.07,1.04,off,0.0
00:28:42,25.55,91.87,1.06,1.04,off,0.0
00:28:44,25.57,91.87,1.04,0.98,off,0.0
00:28:46,25.55,91.89,1.21,0.98,off,0.0
00:28:48,25.56,91.92,1.04,1.04,off,0.0
00:28:49,25.56,91.93,1.06,1.04,off,0.0
00:28:51,25.54,91.97,1.07,1.04,off,0.0
00:28:53,25.56,92.01,1.06,1.04,off,0.0
00:28:54,25.54,92.07,1.06,1.04,off,0.0
00:28:56,25.54,92.11,1.06,1.04,off,0.0
00:28:58,25.57,92.18,1.02,0.98,off,0.0
00:28:59,25.56,92.2,1.06,0.98,off,0.0
00:29:00,25.54,92.21,1.06,0.98,off,0.0
00:29:02,25.57,92.19,1.06,1.04,off,0.0
00:29:03,25.54,92.2,1.07,1.04,off,0.0
00:29:04,25.56,92.2,1.07,0.98,off,0.0
00:29:06,25.54,92.22,1.07,1.04,off,0.0
00:29:08,25.56,92.22,1.07,0.98,off,0.0
00:29:10,25.55,92.26,1.06,0.98,off,0.0
00:29:11,25.54,92.24,1.07,1.04,off,0.0
00:29:13,25.56,92.24,1.05,1.04,off,0.0
00:29:15,25.58,92.2,1.07,1.04,off,0.0
00:29:17,25.58,92.16,1.06,1.04,off,0.0
00:29:18,25.56,92.13,1.07,1.04,off,0.0
00:29:20,25.57,92.13,1.08,1.04,off,0.0
00:29:21,25.57,92.03,1.06,1.04,off,0.0
00:29:23,25.6,92.01,1.06,1.04,off,0.0
00:29:25,25.57,91.94,1.05,1.04,off,0.0
00:29:27,25.55,91.94,1.06,1.04,off,0.0
00:29:29,25.57,91.9,1.06,1.04,off,0.0
00:29:30,25.56,91.87,1.06,1.04,off,0.0
00:29:32,25.58,91.84,1.05,1.04,off,0.0
00:29:34,25.59,91.84,1.06,0.98,off,0.0
00:29:36,25.58,91.85,1.07,1.04,off,0.0
00:29:37,25.58,91.88,1.08,1.04,off,0.0
00:29:39,25.57,91.88,1.06,1.04,off,0.0
00:29:41,25.59,91.91,1.07,1.04,off,0.0
00:29:43,25.58,91.95,1.07,1.04,off,0.0
00:29:44,25.58,91.93,1.06,1.04,off,0.0
00:29:46,25.58,91.94,1.06,0.98,off,0.0
00:29:47,25.6,91.96,1.06,1.04,off,0.0
00:29:49,25.6,91.96,1.06,0.98,off,0.0
00:29:50,25.61,91.96,1.06,0.98,off,0.0
00:29:52,25.6,91.96,1.05,0.98,off,0.0
00:29:54,25.6,91.98,1.06,1.04,off,0.0
00:29:56,25.59,91.97,1.06,0.98,off,0.0
00:29:58,25.58,91.96,1.05,1.04,off,0.0
00:30:00,25.59,91.94,1.05,1.04,off,0.0
00:30:02,25.59,91.91,1.06,0.98,off,0.0
00:30:04,25.6,91.88,1.06,1.04,off,0.0
00:30:06,25.6,91.85,1.06,1.04,off,0.0
00:30:07,25.6,91.84,1.06,0.98,off,0.0
00:30:09,25.61,91.84,1.07,0.98,off,0.0
00:30:10,25.62,91.8,1.07,1.04,off,0.0
00:30:11,25.6,91.77,1.07,1.04,off,0.0
00:30:13,25.61,91.75,1.07,1.04,off,0.0
00:30:14,25.6,91.76,1.07,1.04,off,0.0
00:30:15,25.6,91.73,1.05,1.04,off,0.0
00:30:17,25.6,91.69,1.07,1.04,off,0.0
00:30:19,25.58,91.66,1.07,1.04,off,0.0
00:30:21,25.58,91.64,1.06,1.04,off,0.0
00:30:23,25.61,91.63,1.07,0.98,off,0.0
00:30:24,25.61,91.66,1.08,1.04,off,0.0
00:30:25,25.6,91.66,1.06,1.04,off,0.0
00:30:27,25.6,91.69,1.07,1.04,off,0.0
00:30:28,25.6,91.71,1.05,1.04,off,0.0
00:30:30,25.59,91.74,1.07,1.04,off,0.0
00:30:31,25.61,91.72,1.07,1.04,off,0.0
00:30:33,25.62,91.75,1.04,1.04,off,0.0
00:30:34,25.61,91.71,1.07,0.98,off,0.0
00:30:36,25.6,91.7,1.06,1.04,off,0.0
00:30:37,25.58,91.68,1.07,1.04,off,0.0
00:30:39,25.61,91.66,1.06,1.04,off,0.0
00:30:41,25.59,91.65,1.06,1.04,off,0.0
00:30:42,25.61,91.69,1.06,1.04,off,0.0
00:30:43,25.62,91.69,1.06,0.98,off,0.0
00:30:45,25.61,91.71,1.06,0.98,off,0.0
00:30:46,25.61,91.74,1.07,1.04,off,0.0
00:30:47,25.58,91.73,1.06,1.04,off,0.0
00:30:49,25.62,91.75,1.05,1.04,off,0.0
00:30:51,25.6,91.76,1.07,0.98,off,0.0
00:30:52,25.58,91.76,1.12,1.04,off,0.0
00:30:53,25.59,91.78,1.07,1.04,off,0.0
00:30:55,25.58,91.78,1.07,1.07,off,0.0
00:30:57,25.6,91.77,1.06,1.04,off,0.0
00:30:58,25.61,91.81,1.06,0.98,off,0.0
00:31:00,25.61,91.79,1.05,1.04,off,0.0
00:31:01,25.6,91.82,1.05,0.98,off,0.0
00:31:03,25.6,91.81,1.04,1.04,off,0.0
00:31:04,25.59,91.84,1.05,1.04,off,0.0
00:31:06,25.58,91.83,1.05,1.04,off,0.0
00:31:07,25.6,91.84,1.05,1.04,off,0.0
00:31:09,25.6,91.84,1.07,0.98,off,0.0
00:31:10,25.61,91.87,1.06,1.04,off,0.0
00:31:11,25.6,91.89,1.07,1.01,off,0.0
00:31:13,25.58,91.9,1.05,1.04,off,0.0
00:31:14,25.61,91.92,1.05,0.98,off,0.0
00:31:16,25.61,91.93,1.05,1.04,off,0.0
00:31:17,25.59,91.91,1.01,1.04,off,0.0
00:31:19,25.6,91.94,1.06,1.04,off,0.0
00:31:21,25.6,91.99,1.07,1.04,off,0.0
00:31:22,25.61,92.02,1.07,0.98,off,0.0
00:31:24,25.6,92.06,1.06,1.04,off,0.0
00:31:25,25.6,92.1,1.07,0.98,off,0.0
00:31:27,25.6,92.08,1.06,1.04,off,0.0
00:31:28,25.61,92.09,1.06,1.04,off,0.0
00:31:30,25.62,92.14,1.06,0.98,off,0.0
00:31:31,25.62,92.12,1.06,0.98,off,0.0
00:31:33,25.6,92.2,1.07,1.04,off,0.0
00:31:34,25.61,92.19,1.06,0.98,off,0.0
00:31:35,25.61,92.18,1.06,1.04,off,0.0
00:31:37,25.6,92.2,1.06,1.04,off,0.0
00:31:38,25.61,92.24,0.98,1.04,off,0.0
00:31:39,25.62,92.2,1.08,1.01,off,0.0
00:31:41,25.62,92.14,1.05,0.98,off,0.0
00:31:42,25.6,92.14,1.05,1.04,off,0.0
00:31:44,25.6,92.12,1.05,0.98,off,0.0
00:31:45,25.61,92.12,1.05,1.04,off,0.0
00:31:47,25.61,92.15,1.07,1.04,off,0.0
00:31:48,25.62,92.15,1.06,1.04,off,0.0
00:31:49,25.62,92.15,1.06,0.98,off,0.0
00:31:51,25.61,92.15,1.07,0.98,off,0.0
00:31:52,25.61,92.15,1.07,1.04,off,0.0
00:31:53,25.6,92.14,1.07,1.04,off,0.0
00:31:55,25.61,92.13,1.07,1.04,off,0.0
00:31:56,25.6,92.13,1.07,0.98,off,0.0
00:31:58,25.62,92.14,1.06,1.04,off,0.0
00:31:59,25.62,92.14,1.06,0.98,off,0.0
00:32:01,25.62,92.15,1.07,1.04,off,0.0
00:32:02,25.6,92.15,1.05,1.04,off,0.0
00:32:03,25.62,92.17,1.06,0.98,off,0.0
00:32:05,25.61,92.18,1.06,1.04,off,0.0
00:32:06,25.61,92.21,1.05,1.04,off,0.0
00:32:08,25.63,92.21,1.06,1.04,off,0.0
00:32:09,25.6,92.22,1.06,1.04,off,0.0
00:32:10,25.61,92.22,1.08,1.04,off,0.0
00:32:12,25.62,92.18,1.06,0.98,off,0.0
00:32:14,25.62,92.18,1.06,1.01,off,0.0
00:32:15,25.61,92.14,1.06,1.04,off,0.0
00:32:16,25.61,92.11,1.06,1.04,off,0.0
00:32:18,25.62,92.11,1.07,1.01,off,0.0
00:32:20,25.62,92.09,1.06,1.01,off,0.0
00:32:21,25.6,92.07,1.06,1.04,off,0.0
00:32:23,25.64,92.11,1.06,0.98,off,0.0
00:32:25,25.63,92.1,1.07,1.04,off,0.0
00:32:26,25.62,92.12,1.05,1.04,off,0.0
00:32:28,25.63,92.13,1.06,0.98,off,0.0
00:32:29,25.61,92.08,1.05,1.04,off,0.0
00:32:31,25.6,92.09,1.06,1.04,off,0.0
00:32:32,25.61,92.04,1.04,1.04,off,0.0
00:32:34,25.6,92.03,1.05,1.04,off,0.0
00:32:35,25.6,92.0,1.06,1.01,off,0.0
00:32:37,25.61,91.96,1.05,1.04,off,0.0
00:32:38,25.6,91.95,1.04,1.04,off,0.0
00:32:40,25.61,91.86,1.06,1.04,off,0.0
00:32:42,25.6,91.85,1.06,1.04,off,0.0
00:32:43,25.62,91.84,1.07,0.98,off,0.0
