Time ,Battery Voltage ,Relay Status 
21:45:17,12.6,off
21:45:18,12.6,off
21:45:19,12.58,off
21:45:21,12.58,off
21:45:22,12.58,off
21:45:23,12.6,off
21:45:25,12.6,off
21:45:26,12.58,off
21:45:27,12.6,off
21:45:29,12.6,off
21:45:30,12.58,off
21:45:31,12.6,off
21:45:33,12.6,off
21:45:34,12.6,off
21:45:35,12.6,off
21:45:36,12.58,off
21:45:38,12.6,off
21:45:39,12.6,off
21:45:40,12.58,off
21:45:42,12.58,off
21:45:43,12.58,off
21:45:44,12.6,off
21:45:46,12.58,off
21:45:47,12.6,off
21:45:48,12.6,off
21:45:50,12.58,off
21:45:51,12.6,off
21:45:53,12.6,off
21:45:54,12.58,off
21:45:55,12.58,off
21:45:57,12.58,off
21:45:58,12.58,off
21:45:59,12.58,off
21:46:04,12.6,off
21:46:05,12.6,off
21:46:06,12.6,off
21:46:08,12.58,off
21:46:09,12.6,off
21:46:10,12.58,off
21:46:12,12.6,off
21:46:13,12.58,off
21:46:14,12.58,off
21:46:16,12.58,off
21:46:17,12.58,off
21:46:18,12.6,off
21:46:20,12.6,off
21:46:21,12.58,off
21:46:22,12.6,off
21:46:24,12.6,off
21:46:25,12.6,off
21:46:26,12.6,off
21:46:28,12.6,off
21:46:29,12.58,off
21:46:30,12.6,off
21:46:32,12.58,off
21:46:33,12.58,off
21:46:34,12.6,off
21:46:36,12.58,off
21:46:37,12.58,off
21:46:39,12.56,off
21:46:40,12.58,off
21:46:41,12.58,off
21:46:43,12.58,off
21:46:44,12.58,off
21:46:46,12.6,off
21:46:47,12.6,off
21:46:48,12.6,off
21:46:50,12.6,off
21:46:51,12.6,off
21:46:53,12.58,off
21:46:54,12.58,off
21:46:55,12.58,off
21:46:57,12.6,off
21:46:58,12.6,off
21:46:59,12.6,off
21:47:01,12.58,off
21:47:02,12.6,off
21:47:03,12.6,off
21:47:05,12.6,off
21:47:06,12.58,off
21:47:07,12.6,off
21:47:09,12.58,off
21:47:10,12.58,off
21:47:11,12.58,off
21:47:13,12.58,off
21:47:14,12.6,off
21:47:15,12.58,off
21:47:16,12.6,off
21:47:18,12.58,off
21:47:19,12.58,off
21:47:20,12.58,off
21:47:22,12.6,off
21:47:23,12.58,off
21:47:24,12.6,off
21:47:26,12.58,off
21:47:27,12.6,off
21:47:28,12.58,off
21:47:30,12.58,off
21:47:31,12.58,off
21:47:32,12.6,off
21:47:34,12.6,off
21:47:35,12.6,off
21:47:36,12.58,off
21:47:37,12.6,off
21:47:39,12.58,off
21:47:40,12.6,off
21:47:41,12.6,off
21:47:43,12.58,off
21:47:44,12.56,off
21:47:46,12.58,off
21:47:47,12.6,off
21:47:48,12.58,off
21:47:49,12.58,off
21:47:51,12.58,off
21:47:53,12.58,off
21:47:55,12.58,off
21:47:56,12.6,off
21:47:57,12.6,off
21:47:58,12.58,off
21:48:00,12.58,off
21:48:01,12.58,off
21:48:02,12.58,off
21:48:04,12.58,off
21:48:05,12.6,off
21:48:07,12.6,off
21:48:08,12.58,off
21:48:09,12.58,off
21:48:10,12.58,off
21:48:12,12.6,off
21:48:13,12.6,off
21:48:15,12.6,off
21:48:17,12.6,off
21:48:18,12.58,off
21:48:20,12.6,off
21:48:21,12.58,off
21:48:23,12.6,off
21:48:24,12.6,off
21:48:25,12.58,off
21:48:27,12.58,off
21:48:28,12.6,off
21:48:29,12.6,off
21:48:31,12.6,off
21:48:32,12.58,off
21:48:33,12.6,off
21:48:35,12.58,off
21:48:36,12.58,off
21:48:38,12.58,off
21:48:39,12.58,off
21:48:40,12.6,off
21:48:42,12.58,off
21:48:48,12.6,off
21:48:49,12.58,off
21:48:51,12.58,off
21:48:52,12.6,off
21:48:54,12.58,off
21:48:55,12.6,off
21:48:57,12.58,off
21:48:58,12.6,off
21:49:00,12.6,off
21:49:01,12.58,off
21:49:03,12.58,off
21:49:04,12.6,off
21:49:05,12.6,off
21:49:07,12.6,off
21:49:08,12.58,off
21:49:11,12.58,off
21:49:14,12.6,off
21:49:19,12.58,off
21:49:23,12.6,off
21:49:25,12.6,off
21:49:27,12.58,off
21:49:29,12.6,off
21:49:31,12.6,off
21:49:33,12.6,off
21:49:35,12.58,off
21:49:37,12.6,off
21:49:38,12.58,off
21:49:40,12.6,off
21:49:41,12.58,off
21:49:43,12.58,off
21:49:44,12.58,off
21:49:46,12.6,off
21:49:47,12.6,off
21:49:48,12.58,off
21:49:50,12.58,off
21:49:51,12.6,off
21:49:52,12.6,off
21:49:54,12.6,off
21:49:55,12.6,off
21:49:56,12.6,off
21:49:58,12.58,off
21:49:59,12.6,off
21:50:01,12.58,off
21:50:02,12.6,off
21:50:03,12.58,off
21:50:05,12.58,off
21:50:14,12.58,off
21:50:15,12.58,off
21:50:17,12.6,off
21:50:18,12.58,off
21:50:20,12.6,off
21:50:21,12.58,off
21:50:22,12.6,off
21:50:23,12.6,off
21:50:25,12.58,off
21:50:26,12.6,off
21:50:27,12.6,off
21:50:29,12.58,off
21:50:30,12.58,off
21:50:32,12.6,off
21:50:33,12.58,off
21:50:34,12.6,off
21:50:36,12.58,off
21:50:37,12.6,off
21:50:38,12.58,off
21:50:40,12.58,off
21:50:41,12.58,off
21:50:42,12.6,off
21:50:44,12.58,off
21:50:45,12.58,off
21:50:46,12.58,off
21:50:48,12.58,off
21:50:49,12.6,off
21:50:51,12.6,off
21:50:52,12.58,off
21:50:53,12.6,off
21:50:54,12.6,off
21:50:56,12.58,off
21:50:57,12.6,off
21:50:58,12.58,off
21:51:00,12.58,off
21:51:01,12.6,off
21:51:02,12.58,off
21:51:04,12.56,off
21:51:05,12.6,off
21:51:06,12.58,off
21:51:08,12.6,off
21:51:09,12.58,off
21:51:10,12.58,off
21:51:11,12.58,off
21:51:13,12.6,off
21:51:14,12.6,off
21:51:16,12.58,off
21:51:17,12.6,off
21:51:18,12.6,off
21:51:20,12.6,off
21:51:21,12.58,off
21:51:22,12.58,off
21:51:24,12.58,off
21:51:25,12.58,off
21:51:26,12.58,off
21:51:28,12.58,off
21:51:29,12.6,off
21:51:30,12.6,off
21:51:31,12.58,off
21:51:33,12.6,off
21:51:34,12.6,off
21:51:36,12.58,off
21:51:37,12.6,off
21:51:38,12.58,off
21:51:40,12.6,off
21:51:41,12.6,off
21:51:42,12.58,off
21:51:44,12.58,off
21:51:45,12.58,off
21:51:47,12.6,off
21:51:48,12.6,off
21:51:49,12.6,off
21:51:50,12.58,off
21:51:52,12.58,off
21:51:53,12.58,off
21:51:55,12.6,off
21:51:56,12.6,off
21:51:58,12.58,off
21:51:59,12.58,off
21:52:00,12.58,off
21:52:02,12.6,off
21:52:03,12.58,off
21:52:04,12.6,off
21:52:05,12.6,off
21:52:07,12.58,off
21:52:08,12.6,off
21:52:09,12.58,off
21:52:11,12.58,off
21:52:12,12.6,off
21:52:13,12.58,off
21:52:15,12.58,off
21:52:16,12.58,off
21:52:17,12.58,off
21:52:19,12.6,off
21:52:20,12.6,off
21:52:21,12.6,off
21:52:24,12.58,off
21:52:26,12.56,off
21:52:27,12.58,off
21:52:28,12.6,off
21:52:30,12.6,off
21:52:31,12.58,off
21:52:32,12.56,off
21:52:34,12.58,off
21:52:35,12.6,off
21:52:37,12.6,off
21:52:38,12.6,off
21:52:39,12.58,off
21:52:40,12.6,off
21:52:42,12.58,off
21:52:43,12.58,off
21:52:44,12.58,off
21:52:46,12.6,off
21:52:47,12.6,off
21:52:49,12.6,off
21:52:50,12.6,off
21:52:52,12.6,off
21:52:54,12.6,off
21:52:55,12.6,off
21:52:57,12.56,off
21:52:58,12.56,off
21:53:00,12.58,off
21:53:01,12.58,off
21:53:02,12.58,off
21:53:04,12.58,off
21:53:05,12.58,off
21:53:06,12.58,off
21:53:08,12.6,off
21:53:09,12.6,off
21:53:10,12.58,off
21:53:12,12.6,off
21:53:13,12.6,off
21:53:14,12.6,off
21:53:16,12.58,off
21:53:17,12.58,off
21:53:19,12.58,off
21:53:21,12.6,off
21:53:24,12.6,off
21:53:26,12.58,off
21:53:28,12.58,off
21:53:30,12.58,off
21:53:31,12.58,off
21:53:32,12.6,off
21:53:34,12.58,off
21:53:35,12.6,off
21:53:36,12.6,off
21:53:38,12.6,off
21:53:39,12.58,off
21:53:40,12.6,off
21:53:41,12.6,off
21:53:43,12.6,off
21:53:44,12.58,off
21:53:46,12.58,off
21:53:47,12.6,off
21:53:48,12.58,off
21:53:50,12.58,off
21:53:51,12.6,off
21:53:53,12.58,off
21:53:54,12.58,off
21:53:55,12.58,off
21:53:57,12.6,off
21:53:58,12.58,off
21:54:00,12.58,off
21:54:01,12.58,off
21:54:02,12.58,off
21:54:04,12.58,off
21:54:05,12.6,off
21:54:06,12.58,off
21:54:08,12.58,off
21:54:09,12.58,off
21:54:11,12.6,off
21:54:12,12.58,off
21:54:13,12.6,off
21:54:15,12.6,off
21:54:16,12.6,off
21:54:17,12.6,off
21:54:19,12.58,off
21:54:20,12.6,off
21:54:21,12.58,off
21:54:23,12.6,off
21:54:24,12.58,off
21:54:25,12.6,off
21:54:26,12.6,off
21:54:28,12.6,off
21:54:29,12.6,off
21:54:30,12.58,off
21:54:32,12.6,off
21:54:33,12.58,off
21:54:34,12.6,off
21:54:36,12.58,off
21:54:37,12.6,off
21:54:38,12.58,off
21:54:40,12.6,off
21:54:41,12.58,off
21:54:42,12.6,off
21:54:44,12.58,off
21:54:45,12.6,off
21:54:46,12.58,off
21:54:48,12.58,off
21:54:49,12.58,off
21:54:50,12.6,off
21:54:52,12.56,off
21:54:53,12.6,off
21:54:54,12.6,off
21:54:56,12.58,off
21:54:57,12.58,off
21:54:58,12.6,off
21:54:59,12.58,off
21:55:01,12.58,off
21:55:02,12.6,off
21:55:03,12.6,off
21:55:05,12.6,off
21:55:06,12.6,off
21:55:07,12.58,off
21:55:09,12.58,off
21:55:10,12.6,off
21:55:12,12.58,off
21:55:13,12.58,off
21:55:14,12.6,off
21:55:15,12.58,off
21:55:17,12.58,off
21:55:18,12.56,off
21:55:19,12.58,off
21:55:21,12.6,off
21:55:22,12.58,off
21:55:23,12.58,off
21:55:25,12.58,off
21:55:26,12.6,off
21:55:27,12.58,off
21:55:29,12.58,off
21:55:30,12.6,off
21:55:31,12.6,off
21:55:33,12.58,off
21:55:34,12.56,off
21:55:35,12.6,off
21:55:37,12.6,off
21:55:38,12.58,off
21:55:39,12.6,off
21:55:41,12.58,off
21:55:42,12.58,off
21:55:43,12.58,off
21:55:45,12.56,off
21:55:46,12.6,off
21:55:47,12.58,off
21:55:48,12.6,off
21:55:50,12.6,off
21:55:51,12.58,off
21:55:53,12.6,off
21:55:54,12.58,off
21:55:56,12.56,off
21:55:57,12.6,off
21:55:58,12.6,off
21:56:00,12.6,off
21:56:01,12.58,off
21:56:03,12.58,off
21:56:04,12.6,off
21:56:05,12.6,off
21:56:07,12.56,off
21:56:08,12.58,off
21:56:09,12.6,off
21:56:11,12.56,off
21:56:12,12.58,off
21:56:14,12.58,off
21:56:15,12.58,off
21:56:16,12.6,off
21:56:17,12.58,off
21:56:19,12.58,off
21:56:20,12.58,off
21:56:22,12.56,off
21:56:23,12.6,off
21:56:25,12.58,off
21:56:26,12.6,off
21:56:28,12.6,off
21:56:29,12.6,off
21:56:30,12.58,off
21:56:31,12.58,off
21:56:33,12.58,off
21:56:34,12.6,off
21:56:36,12.58,off
21:56:37,12.6,off
21:56:38,12.6,off
21:56:40,12.58,off
21:56:41,12.58,off
21:56:43,12.6,off
21:56:44,12.58,off
21:56:45,12.58,off
21:56:47,12.56,off
21:56:48,12.6,off
21:56:50,12.58,off
21:56:51,12.6,off
21:56:52,12.6,off
21:56:54,12.58,off
21:56:55,12.58,off
21:56:57,12.58,off
21:56:58,12.6,off
21:57:00,12.58,off
21:57:02,12.58,off
21:57:04,12.58,off
21:57:05,12.6,off
21:57:06,12.58,off
21:57:08,12.58,off
21:57:10,12.58,off
21:57:12,12.56,off
21:57:14,12.6,off
21:57:15,12.6,off
21:57:17,12.6,off
21:57:18,12.6,off
21:57:19,12.58,off
21:57:21,12.6,off
21:57:22,12.6,off
21:57:23,12.58,off
21:57:24,12.6,off
21:57:26,12.58,off
21:57:27,12.6,off
21:57:28,12.58,off
21:57:30,12.58,off
21:57:32,12.58,off
21:57:33,12.58,off
21:57:35,12.6,off
21:57:36,12.58,off
21:57:38,12.56,off
21:57:39,12.58,off
21:57:40,12.58,off
21:57:42,12.6,off
21:57:43,12.56,off
21:57:44,12.6,off
21:57:46,12.58,off
21:57:48,12.56,off
21:57:50,12.6,off
21:57:52,12.6,off
21:57:53,12.58,off
21:57:54,12.6,off
21:57:56,12.58,off
21:57:57,12.6,off
21:57:59,12.58,off
21:58:00,12.6,off
21:58:02,12.6,off
21:58:03,12.6,off
21:58:04,12.6,off
21:58:06,12.58,off
21:58:07,12.6,off
21:58:08,12.6,off
21:58:10,12.6,off
21:58:11,12.6,off
21:58:13,12.6,off
21:58:14,12.58,off
21:58:16,12.58,off
21:58:17,12.6,off
21:58:18,12.58,off
21:58:20,12.58,off
21:58:21,12.58,off
21:58:22,12.6,off
21:58:24,12.6,off
21:58:25,12.58,off
21:58:26,12.6,off
21:58:28,12.58,off
21:58:29,12.58,off
21:58:30,12.6,off
21:58:32,12.6,off
21:58:33,12.58,off
21:58:34,12.6,off
21:58:36,12.58,off
21:58:37,12.58,off
21:58:39,12.58,off
21:58:40,12.6,off
21:58:41,12.58,off
21:58:43,12.58,off
21:58:45,12.6,off
21:58:46,12.58,off
21:58:47,12.56,off
21:58:49,12.58,off
21:58:50,12.6,off
21:58:52,12.6,off
21:58:53,12.58,off
21:58:55,12.58,off
21:58:56,12.6,off
21:58:57,12.58,off
21:58:59,12.58,off
21:59:00,12.58,off
21:59:01,12.6,off
21:59:03,12.56,off
21:59:04,12.58,off
21:59:06,12.58,off
21:59:07,12.6,off
21:59:08,12.58,off
21:59:10,12.6,off
21:59:11,12.6,off
21:59:12,12.58,off
21:59:14,12.58,off
21:59:15,12.58,off
21:59:17,12.58,off
21:59:18,12.6,off
21:59:20,12.58,off
21:59:22,12.58,off
21:59:25,12.58,off
21:59:26,12.6,off
21:59:28,12.58,off
21:59:29,12.58,off
21:59:31,12.56,off
21:59:33,12.6,off
21:59:35,12.58,off
21:59:36,12.6,off
21:59:37,12.58,off
21:59:39,12.6,off
21:59:40,12.58,off
21:59:41,12.6,off
21:59:43,12.58,off
21:59:44,12.58,off
21:59:46,12.6,off
21:59:47,12.6,off
21:59:48,12.58,off
21:59:50,12.58,off
21:59:52,12.56,off
21:59:53,12.58,off
21:59:54,12.58,off
21:59:56,12.58,off
21:59:57,12.58,off
21:59:59,12.58,off
22:00:00,12.56,off
22:00:01,12.58,off
22:00:03,12.58,off
22:00:05,12.6,off
22:00:06,12.6,off
22:00:07,12.6,off
